"MeterID","year_month","Allocation","Consumption"
"001-429","2024_06","0","6.000000000000003"
"001-429","2024_01","0","10.001488833746896"
"001-429","2023_11","0","9.692307692307693"
"001-429","2023_05","0","11.442831215970958"
"001-429","2024_05","0","5.8000000000000025"
"001-429","2022_06","0","313.84615384615375"
"001-429","2023_04","0","11.37931034482758"
"001-429","2022_04","0","20.338983050847446"
"001-429","2024_02","0","9.354838709677416"
"001-429","2023_06","0","10.9922600619195"
"001-429","2023_01","0","10.926923076923071"
"001-429","2023_07","0","10.485294117647054"
"001-429","2024_03","0","1.6129032258064515"
"001-429","2022_10","0","12.178571428571427"
"001-429","2023_10","0","12.108791208791207"
"001-429","2023_03","0","11.612068965517235"
"001-429","2024_08","0","18.40625"
"001-429","2024_04","0","0"
"001-429","2024_07","0","18.0125"
"001-429","2024_10","0","23.499999999999996"
"001-429","2022_07","0","142.68726355611608"
"001-429","2023_09","0","11.567226890756302"
"001-429","2022_03","0","18.305084745762706"
"001-429","2022_08","0","99.09836065573774"
"001-429","2022_11","0","11.076923076923086"
"175-060","2022_05","0","19.81967213114756"
"175-060","2022_03","0","17.33898305084745"
"175-060","2022_02","0","3.915254237288135"
"175-060","2024_09","0","119.51612903225806"
"175-060","2022_11","0","8.499999999999998"
"175-060","2023_10","0","78.25342090859333"
"175-060","2023_05","0","95.81818181818186"
"175-060","2024_08","0","111.36995967741936"
"175-060","2024_05","0","129.59016393442624"
"175-060","2024_02","0","9.931034482758623"
"175-060","2023_02","0","17.77975708502024"
"175-060","2022_12","0","13.87564102564102"
"175-060","2023_01","0","21.93846153846154"
"175-060","2022_08","0","95.85792349726779"
"175-060","2023_12","0","33.01587301587303"
"175-060","2022_10","0","77.78333333333333"
"175-060","2022_09","0","112.00000000000001"
"175-060","2022_06","0","38.50819672131149"
"175-060","2024_01","0","0"
"175-060","2023_07","0","110.94736842105267"
"175-060","2024_03","0","34.20689655172413"
"175-060","2024_06","0","116.12090163934425"
"175-060","2024_04","0","70.02600339174677"
"175-060","2023_03","0","11.421052631578943"
"175-060","2023_11","0","49.52380952380955"
"175-060","2023_08","0","106.7096188747732"
"175-060","2022_07","0","86.39344262295083"
"175-060","2023_04","0","38.27751196172249"
"175-060","2024_10","0","87.64516129032258"
"175-060","2022_04","0","17.499861072520137"
"175-060","2023_09","0","94.65517241379317"
"175-060","2024_07","0","105.59375"
"175-060","2023_06","0","95.16746411483257"
"100-033","","0","0"
"001-421","2022_11","0","145.38461538461527"
"001-421","2022_12","0","150.2307692307691"
"001-421","2022_09","0","197.0008782201406"
"001-421","2023_12","0","165.01538461538456"
"001-421","2024_09","0","70.11441532258065"
"001-421","2024_01","0","166.8079404466501"
"001-421","2022_07","0","180.4431273644389"
"001-421","2023_02","0","113.86666666666659"
"001-421","2022_04","0","101.69491525423724"
"001-421","2024_05","0","190.18563218390804"
"001-421","2023_09","0","206.23739495798313"
"001-421","2023_05","0","139.9612825166364"
"001-421","2022_06","0","162.46153846153848"
"001-421","2023_08","0","155.4558823529411"
"001-421","2022_10","0","207.58928571428584"
"001-421","2024_11","0","8.838709677419354"
"001-421","2023_04","0","138.103448275862"
"001-421","2023_03","0","140.02298850574707"
"001-421","2024_04","0","76.03448275862067"
"001-421","2024_08","0","108.015625"
"001-421","2023_11","0","159.69230769230765"
"001-421","2024_06","0","191.5"
"001-421","2024_07","0","110.91458333333333"
"001-421","2023_07","0","155.4558823529411"
"001-421","2024_03","0","92.83203559510564"
"001-421","2024_10","0","68.5"
"001-421","2022_03","0","91.52542372881352"
"001-421","2022_08","0","183.45901639344268"
"001-421","2023_01","0","129.1846153846153"
"001-421","2022_05","0","163.825814863103"
"001-421","2024_02","0","156.2258064516129"
"001-421","2023_10","0","220.14450549450544"
"001-421","2023_06","0","136.27502579979358"
"117-431","2022_09","0","64.76190476190476"
"117-431","2022_06","0","59.60622914349275"
"117-431","2022_03","0","71.98305084745765"
"117-431","2023_01","0","26.640625"
"117-431","2023_08","0","75.49698015530628"
"117-431","2022_08","0","65.78238607270865"
"117-431","2023_04","0","36.87743950039031"
"117-431","2024_02","0","50.98776418242492"
"117-431","2024_09","0","55.71428571428568"
"117-431","2024_08","0","63.317191283292935"
"117-431","2022_07","0","62.99999999999998"
"117-431","2024_10","0","16.714285714285715"
"117-431","2023_09","0","88.5245901639344"
"117-431","2024_03","0","54.5"
"117-431","2022_05","0","57.72413793103445"
"117-431","2022_12","0","30.572368421052637"
"117-431","2023_12","0","60.66447728516695"
"117-431","2023_02","0","26.111424180327873"
"117-431","2022_11","0","42.63157894736842"
"117-431","2024_07","0","83.01694915254238"
"117-431","2024_06","0","73.79466518477354"
"117-431","2023_05","0","42.80952380952379"
"117-431","2022_04","0","60.92168322618352"
"117-431","2022_02","0","39.47457627118646"
"117-431","2024_04","0","56.78979375991537"
"117-431","2023_07","0","36.43859649122808"
"117-431","2022_10","0","52.16708437761068"
"117-431","2024_01","0","54.517241379310356"
"117-431","2023_03","0","29.98360655737706"
"117-431","2023_11","0","69.5238095238095"
"117-431","2023_10","0","77.54150403330729"
"117-431","2024_05","0","60.47540983606555"
"117-431","2023_06","0","37.934837092731826"
"019-075","2022_09","0","0"
"019-075","2022_04","0","0"
"019-075","2022_08","0","0"
"019-075","2023_06","0","0"
"019-075","2024_04","0","0"
"019-075","2023_12","0","0"
"019-075","2024_01","0","0"
"019-075","2022_06","0","0"
"019-075","2024_05","0","0"
"019-075","2023_05","0","0"
"019-075","2022_10","0","0"
"019-075","2022_05","0","0"
"019-075","2022_12","0","0"
"019-075","2024_07","0","0"
"019-075","2023_10","0","0"
"019-075","2024_08","0","0"
"019-075","2023_11","0","0"
"019-075","2023_01","0","0"
"019-075","2024_11","0","0"
"019-075","2023_08","0","0"
"019-075","2024_06","0","0"
"019-075","2023_07","0","0"
"019-075","2022_11","0","0"
"019-075","2023_03","0","0"
"019-075","2024_09","0","0"
"019-075","2023_04","0","0"
"019-075","2023_02","0","0"
"019-075","2024_03","0","0"
"019-075","2024_10","0","0"
"019-075","2022_07","0","0"
"019-075","2022_03","0","0"
"019-075","2023_09","0","0"
"019-075","2024_02","0","0"
"019-076","2022_03","0","0"
"019-076","2022_04","0","0"
"019-076","2023_08","0","0"
"019-076","2023_11","0","0"
"019-076","2022_09","0","0"
"019-076","2024_09","0","0"
"019-076","2023_02","0","0"
"019-076","2022_05","0","0"
"019-076","2024_06","0","0"
"019-076","2023_07","0","0"
"019-076","2023_12","0","0"
"019-076","2024_07","0","0"
"019-076","2024_01","0","0"
"019-076","2024_05","0","0"
"019-076","2024_08","0","0"
"019-076","2023_05","0","0"
"019-076","2022_12","0","0"
"019-076","2024_10","0","0"
"019-076","2024_02","0","0"
"019-076","2024_04","0","0"
"019-076","2023_09","0","0"
"019-076","2022_10","0","0"
"019-076","2024_03","0","0"
"019-076","2022_06","0","0"
"019-076","2023_06","0","0"
"019-076","2024_11","0","0"
"019-076","2023_03","0","0"
"019-076","2023_04","0","0"
"019-076","2023_01","0","0"
"019-076","2022_07","0","0"
"019-076","2022_08","0","0"
"019-076","2023_10","0","0"
"019-076","2022_11","0","0"
"074-040","","0","0"
"019-079","2023_10","0","0"
"019-079","2022_09","0","0"
"019-079","2022_06","0","0"
"019-079","2022_08","0","0"
"019-079","2023_03","0","0"
"019-079","2024_03","0","0"
"019-079","2023_12","0","0"
"019-079","2023_01","0","0"
"019-079","2024_11","0","0"
"019-079","2022_10","0","0"
"019-079","2024_10","0","0"
"019-079","2023_06","0","0"
"019-079","2022_03","0","0"
"019-079","2023_05","0","0"
"019-079","2022_12","0","0"
"019-079","2024_01","0","0"
"019-079","2022_07","0","0"
"019-079","2022_05","0","0"
"019-079","2023_02","0","0"
"019-079","2024_04","0","0"
"019-079","2023_09","0","0"
"019-079","2024_08","0","0"
"019-079","2023_11","0","0"
"019-079","2024_02","0","0"
"019-079","2023_08","0","0"
"019-079","2023_07","0","0"
"019-079","2022_11","0","0"
"019-079","2024_07","0","0"
"019-079","2024_05","0","0"
"019-079","2024_06","0","0"
"019-079","2024_09","0","0"
"019-079","2022_04","0","0"
"019-079","2023_04","0","0"
"001-435","2022_11","0","36.92307692307692"
"001-435","2022_06","0","56.76923076923073"
"001-435","2022_05","0","58.4023468057366"
"001-435","2022_10","0","105.1785714285714"
"001-435","2024_10","0","61.00000000000002"
"001-435","2022_04","0","52.88135593220341"
"001-435","2023_02","0","10.266666666666666"
"001-435","2023_08","0","55.16176470588239"
"001-435","2024_11","0","7.870967741935484"
"001-435","2022_09","0","97.85421545667447"
"001-435","2024_02","0","5.145161290322581"
"001-435","2022_12","0","38.15384615384615"
"001-435","2023_03","0","14.385057471264362"
"001-435","2023_07","0","55.16176470588239"
"001-435","2023_04","0","14.482758620689648"
"001-435","2022_07","0","76.51778058007567"
"001-435","2024_09","0","59.64465725806454"
"001-435","2024_05","0","41.53045977011493"
"001-435","2024_04","0","21.206896551724153"
"001-435","2023_10","0","59.63901098901097"
"001-435","2023_05","0","35.05323653962494"
"001-435","2024_01","0","8.706203473945413"
"001-435","2024_07","0","66.53958333333334"
"001-435","2024_08","0","67.328125"
"001-435","2024_06","0","41.49999999999999"
"001-435","2022_03","0","47.593220338983066"
"001-435","2023_06","0","36.47110423116616"
"001-435","2023_01","0","14.823076923076925"
"001-435","2022_08","0","80.8032786885246"
"001-435","2023_09","0","57.72478991596636"
"001-435","2024_03","0","19.266407119021142"
"001-435","2023_12","0","38.63076923076921"
"001-435","2023_11","0","37.384615384615365"
"074-039","2024_05","0","2.841666666666667"
"074-039","2022_04","0","26.212281189219226"
"074-039","2022_02","0","38.40677966101697"
"074-039","2022_07","0","28.999999999999975"
"074-039","2022_06","0","26.386039132733988"
"074-039","2023_03","0","1.068965517241379"
"074-039","2024_06","0","4.490591397849461"
"074-039","2024_02","0","4.177298850574713"
"074-039","2022_09","0","18.99999999999999"
"074-039","2024_03","0","2.841666666666667"
"074-039","2024_07","0","4.999999999999998"
"074-039","2024_09","0","0"
"074-039","2023_05","0","1.0163934426229513"
"074-039","2024_01","0","10.689655172413799"
"074-039","2023_06","0","25.745108408249585"
"074-039","2022_08","0","21.74838709677418"
"074-039","2023_04","0","0.9937817976257776"
"074-039","2024_10","0","0"
"074-039","2023_02","0","1.057471264367816"
"074-039","2023_11","0","15"
"074-039","2022_11","0","3.44262295081967"
"074-039","2022_10","0","6.668852459016396"
"074-039","2023_10","0","18.423728813559322"
"074-039","2022_12","0","1.8790007806401254"
"074-039","2023_07","0","32.99999999999997"
"074-039","2023_09","0","32.542372881355945"
"074-039","2022_05","0","20.327868852459016"
"074-039","2022_03","0","54.118644067796644"
"074-039","2023_08","0","33.485511208310555"
"074-039","2024_04","0","2.75"
"074-039","2024_08","0","0.9677419354838709"
"074-039","2023_12","0","12.241379310344831"
"074-039","2023_01","0","1.4761904761904772"
"205-855","2023_08","0","272.0000000000001"
"205-855","2022_11","0","112.38095238095241"
"205-855","2023_09","0","226.09730301427817"
"205-855","2024_05","0","124.41548897682307"
"205-855","2023_10","0","204.29508196721326"
"205-855","2023_07","0","224.98811544991523"
"205-855","2024_06","0","153.93442622950823"
"205-855","2024_02","0","50.983870967741936"
"205-855","2024_11","0","142.0476190476191"
"205-855","2024_03","0","68.98943270300335"
"205-855","2022_04","0","125.08474576271179"
"205-855","2022_10","0","132.85714285714292"
"205-855","2023_11","0","143.99520807061793"
"205-855","2022_06","0","131.61290322580652"
"205-855","2024_08","0","218.4761904761904"
"205-855","2023_01","0","80.90137913088734"
"205-855","2022_03","0","50.033898305084755"
"205-855","2023_05","0","137.9054415700267"
"205-855","2023_04","0","115.93220338983042"
"205-855","2024_07","0","187.81264637002343"
"205-855","2024_10","0","231.76190476190487"
"205-855","2024_09","0","217.0000000000001"
"205-855","2022_08","0","128.84375"
"205-855","2022_12","0","99.39682539682538"
"205-855","2023_02","0","52.78688524590164"
"205-855","2022_05","0","132.30071077091304"
"205-855","2024_04","0","88.96551724137936"
"205-855","2023_06","0","154.7368421052632"
"205-855","2023_12","0","106.35384615384612"
"205-855","2022_09","0","125.98214285714289"
"205-855","2022_07","0","132.9989919354839"
"205-855","2023_03","0","82.19255348707975"
"205-855","2024_01","0","82.93598014888336"
"074-035","","0","0"
"001-317","2022_11","0","4.615384615384615"
"001-317","2022_12","0","4.769230769230769"
"001-317","2024_11","0","0"
"001-317","2023_03","0","0"
"001-317","2022_09","0","4.755562060889928"
"001-317","2023_07","0","0"
"001-317","2024_07","0","0"
"001-317","2024_09","0","0"
"001-317","2023_06","0","0"
"001-317","2022_08","0","4.573770491803278"
"001-317","2024_03","0","0"
"001-317","2022_03","0","4.576271186440676"
"001-317","2024_01","0","0"
"001-317","2023_02","0","0"
"001-317","2024_08","0","0"
"001-317","2024_04","0","0"
"001-317","2022_05","0","4.800521512385919"
"001-317","2022_07","0","4.611601513240856"
"001-317","2023_12","0","0"
"001-317","2022_10","0","4.982142857142856"
"001-317","2022_04","0","5.0847457627118615"
"001-317","2024_06","0","0"
"001-317","2022_06","0","4.615384615384615"
"001-317","2023_01","0","0.6153846153846154"
"001-317","2023_09","0","0"
"001-317","2024_02","0","0"
"001-317","2024_10","0","0"
"001-317","2023_04","0","0"
"001-317","2023_08","0","0"
"001-317","2023_10","0","0"
"001-317","2023_11","0","0"
"001-317","2023_05","0","0"
"001-317","2024_05","0","0"
"100-027","2022_04","0","87.15809468147282"
"100-027","2022_11","0","280.5263157894738"
"100-027","2024_02","0","66.98665183537267"
"100-027","2023_02","0","255.35655737704928"
"100-027","2024_07","0","156.5762711864407"
"100-027","2023_05","0","264.7301587301586"
"100-027","2022_03","0","84.06779661016944"
"100-027","2022_08","0","145.87122375832055"
"100-027","2023_12","0","86.23426382047073"
"100-027","2024_08","0","164.11783696529463"
"100-027","2024_04","0","54.07694341618191"
"100-027","2022_06","0","94.75083426028917"
"100-027","2024_01","0","87.65517241379317"
"100-027","2023_11","0","80.95238095238092"
"100-027","2022_07","0","99.49999999999994"
"100-027","2023_04","0","264.4998698933125"
"100-027","2022_10","0","245.50960735171276"
"100-027","2022_02","0","46.101694915254235"
"100-027","2024_09","0","160.952380952381"
"100-027","2024_05","0","51.327868852459"
"100-027","2023_01","0","271.25"
"100-027","2023_09","0","80.65573770491805"
"100-027","2023_03","0","288.14754098360663"
"100-027","2024_03","0","66.50000000000003"
"100-027","2024_06","0","120.96943595443177"
"100-027","2023_08","0","79.20017256255394"
"100-027","2023_07","0","69.0701754385965"
"100-027","2022_12","0","275.4561403508772"
"100-027","2022_09","0","159.52380952380958"
"100-027","2022_05","0","93.5344827586207"
"100-027","2023_06","0","148.8930659983292"
"100-027","2023_10","0","83.56180067655477"
"100-027","2024_10","0","48.28571428571429"
"002-102","2022_05","0","537.1762711864404"
"002-102","2022_03","0","439.779661016949"
"002-102","2023_03","0","277.73850574712634"
"002-102","2022_04","0","488.64406779660993"
"002-102","2024_08","0","962.453125"
"002-102","2024_04","0","349.655172413793"
"002-102","2024_11","0","107.41935483870968"
"002-102","2024_05","0","624.0936781609195"
"002-102","2022_11","0","271.84615384615404"
"002-102","2024_10","0","832.5000000000003"
"002-102","2023_11","0","466.1538461538463"
"002-102","2024_07","0","952.1229166666667"
"002-102","2022_10","0","704.6964285714286"
"002-102","2022_09","0","654.6150468384074"
"002-102","2022_06","0","521.9999999999998"
"002-102","2023_09","0","645.0733082706769"
"002-102","2024_02","0","52.387096774193516"
"002-102","2023_12","0","481.69230769230785"
"002-102","2022_07","0","535.9573770491805"
"002-102","2023_07","0","572.3301435406697"
"002-102","2023_06","0","432.35406698564566"
"002-102","2024_01","0","97.19602977667498"
"002-102","2024_06","0","621.4999999999999"
"002-102","2023_01","0","279.69615384615395"
"002-102","2022_12","0","280.9076923076925"
"002-102","2024_09","0","818.2212701612906"
"002-102","2023_05","0","437.6333938294008"
"002-102","2022_08","0","535.1311475409839"
"002-102","2023_04","0","268.44827586206884"
"002-102","2023_08","0","634.6842105263157"
"002-102","2024_03","0","312.06674082313685"
"002-102","2023_10","0","665.3598901098903"
"002-102","2023_02","0","252.46666666666684"
"075-300","2022_11","0","37.86885245901638"
"075-300","2022_06","0","49.39291380222106"
"075-300","2022_03","0","46.237288135593246"
"075-300","2024_08","0","51.20967741935486"
"075-300","2024_06","0","63.709677419354875"
"075-300","2022_04","0","42.39177549319256"
"075-300","2023_02","0","4.72413793103448"
"075-300","2022_07","0","53.00000000000002"
"075-300","2024_01","0","5.3448275862068995"
"075-300","2022_05","0","43.196721311475414"
"075-300","2022_10","0","42.05737704918031"
"075-300","2023_05","0","31"
"075-300","2023_09","0","43.728813559322056"
"075-300","2024_05","0","19.999999999999993"
"075-300","2023_12","0","11.499477533960293"
"075-300","2023_03","0","1.068965517241379"
"075-300","2022_02","0","32.813559322033896"
"075-300","2024_10","0","10.274193548387096"
"075-300","2024_03","0","0"
"075-300","2022_12","0","21.859484777517572"
"075-300","2024_02","0","1.0344827586206897"
"075-300","2024_04","0","16.774193548387093"
"075-300","2024_07","0","75.00000000000003"
"075-300","2022_08","0","53.96774193548387"
"075-300","2023_10","0","27.772984078068834"
"075-300","2023_08","0","44.46692181519957"
"075-300","2023_07","0","41.999999999999986"
"075-300","2023_04","0","24.20689655172414"
"075-300","2024_09","0","44.03225806451615"
"075-300","2023_01","0","17.71428571428571"
"075-300","2023_06","0","38.51612903225806"
"075-300","2023_11","0","23.63636363636364"
"075-300","2022_09","0","52.5"
"212-016","2022_07","0","121.0463709677419"
"212-016","2022_08","0","87.1875"
"212-016","2022_06","0","140.80645161290315"
"212-016","2024_03","0","10.819243604004454"
"212-016","2023_04","0","16.271186440677972"
"212-016","2023_06","0","78.421052631579"
"212-016","2023_02","0","6.88524590163934"
"212-016","2024_09","0","85.17460317460313"
"212-016","2024_07","0","107.11553473848554"
"212-016","2022_04","0","91.52542372881354"
"212-016","2023_08","0","82"
"212-016","2024_08","0","93.98412698412693"
"212-016","2024_11","0","49.15873015873017"
"212-016","2022_09","0","76.7857142857143"
"212-016","2023_09","0","59.19037546271817"
"212-016","2024_04","0","18.62068965517242"
"212-016","2024_01","0","27.068486352357304"
"212-016","2023_10","0","45.22950819672133"
"212-016","2024_10","0","80.20634920634919"
"212-016","2022_03","0","36.61016949152542"
"212-016","2024_02","0","5.145161290322581"
"212-016","2022_10","0","63.660714285714306"
"212-016","2023_07","0","81.59535936615735"
"212-016","2022_05","0","117.5740841990158"
"212-016","2023_12","0","44.83076923076923"
"212-016","2022_12","0","30.015873015873016"
"212-016","2022_11","0","45.327380952380956"
"212-016","2024_06","0","115.5737704918032"
"212-016","2023_11","0","43.551828499369485"
"212-016","2024_05","0","67.71791972866022"
"212-016","2023_01","0","19.902940411137127"
"212-016","2023_03","0","11.180605723812173"
"212-016","2023_05","0","45.81683021112102"
"220-156","2022_07","0","109.69102822580642"
"220-156","2024_01","0","201.90421836228282"
"220-156","2022_10","0","97.9821428571429"
"220-156","2024_10","0","125.47619047619055"
"220-156","2024_02","0","106.17741935483868"
"220-156","2024_03","0","117.35761957730807"
"220-156","2024_07","0","112.591725214676"
"220-156","2023_09","0","82.88392384981493"
"220-156","2022_12","0","96.93650793650794"
"220-156","2023_05","0","63.09039548022598"
"220-156","2023_01","0","93.55217278168101"
"220-156","2023_10","0","45.22950819672133"
"220-156","2023_06","0","99.99999999999997"
"220-156","2024_11","0","76.90476190476194"
"220-156","2022_11","0","94.31547619047622"
"220-156","2023_11","0","169.61336696090794"
"220-156","2023_12","0","274.7076923076923"
"220-156","2024_08","0","105.30158730158725"
"220-156","2022_03","0","56.13559322033897"
"220-156","2023_03","0","66.41289247013059"
"220-156","2024_05","0","121.51102317693606"
"220-156","2024_09","0","110.36507936507941"
"220-156","2023_07","0","123.752688172043"
"220-156","2022_09","0","99.41964285714286"
"220-156","2022_05","0","130.55768179332972"
"220-156","2024_04","0","119.48275862068962"
"220-156","2023_08","0","138.5"
"220-156","2024_06","0","115.5737704918032"
"220-156","2022_04","0","140.33898305084753"
"220-156","2022_06","0","109.3548387096774"
"220-156","2023_02","0","80.78688524590167"
"220-156","2023_04","0","28.983050847457605"
"220-156","2022_08","0","105.109375"
"117-200","2022_08","0","244.76241679467475"
"117-200","2022_04","0","53.11016949152542"
"117-200","2022_02","0","38.03389830508475"
"117-200","2022_11","0","270"
"117-200","2024_06","0","0"
"117-200","2024_09","0","0"
"117-200","2022_05","0","46.5"
"117-200","2023_11","0","95.23809523809528"
"117-200","2024_01","0","70.01724137931039"
"117-200","2023_03","0","13.21311475409836"
"117-200","2023_02","0","44.942110655737686"
"117-200","2024_04","0","0"
"117-200","2024_08","0","0"
"117-200","2023_10","0","101.34126984126988"
"117-200","2024_02","0","15.810344827586208"
"117-200","2023_05","0","24.111111111111125"
"117-200","2022_10","0","283.36507936507934"
"117-200","2022_03","0","69.3559322033898"
"117-200","2024_10","0","0"
"117-200","2022_09","0","281.90476190476187"
"117-200","2023_09","0","105"
"117-200","2023_01","0","126.90625"
"117-200","2024_05","0","0"
"117-200","2022_12","0","161.25"
"117-200","2024_07","0","0"
"117-200","2023_06","0","54.07662835249041"
"117-200","2022_07","0","130.99999999999991"
"117-200","2022_06","0","104.96774193548382"
"117-200","2023_07","0","80.17241379310346"
"117-200","2023_12","0","80.09304871373843"
"117-200","2024_03","0","0"
"117-200","2023_04","0","19.466302367941715"
"117-200","2023_08","0","99.36206896551725"
"078-059","2022_07","0","0"
"078-059","2022_12","0","69"
"078-059","2022_08","0","0"
"078-059","2022_09","0","0"
"078-059","2024_06","0","20.10558488469018"
"078-059","2023_08","0","2.1639344262295093"
"078-059","2024_01","0","17.637931034482758"
"078-059","2024_03","0","16.499999999999986"
"078-059","2022_03","0","12.61016949152543"
"078-059","2022_06","0","0"
"078-059","2022_04","0","4.474576271186439"
"078-059","2024_07","0","28.37288135593219"
"078-059","2022_05","0","0"
"078-059","2023_10","0","3.32969034608379"
"078-059","2024_05","0","3.0491803278688545"
"078-059","2023_09","0","2.9508196721311495"
"078-059","2023_11","0","3.3333333333333344"
"078-059","2022_10","0","0"
"078-059","2023_02","0","25.875"
"078-059","2023_01","0","89.125"
"078-059","2023_12","0","12.601532567049802"
"078-059","2023_05","0","0"
"078-059","2023_06","0","0"
"078-059","2022_02","0","6.915254237288133"
"078-059","2024_02","0","15.692436040044486"
"078-059","2024_04","0","6.855896351136961"
"078-059","2022_11","0","0"
"078-059","2023_04","0","0"
"078-059","2023_07","0","0"
"078-059","2024_08","0","59.35916061339793"
"078-059","2024_10","0","19.857142857142854"
"078-059","2024_09","0","66.19047619047622"
"078-059","2023_03","0","0"
"069-032","2022_09","0","247.61904761904762"
"069-032","2024_04","0","1.9532163742690059"
"069-032","2024_02","0","11.941328731665225"
"069-032","2024_09","0","166.45161290322588"
"069-032","2022_11","0","313.2786885245901"
"069-032","2022_02","0","88.37288135593217"
"069-032","2023_12","0","71.27556596409055"
"069-032","2023_05","0","164.65573770491807"
"069-032","2022_04","0","173.70169491525414"
"069-032","2024_05","0","1.9682539682539681"
"069-032","2023_11","0","110.4761904761905"
"069-032","2024_03","0","2.719298245614034"
"069-032","2022_07","0","147.51724137931038"
"069-032","2023_04","0","139.68343697003957"
"069-032","2024_01","0","60.98360655737701"
"069-032","2024_06","0","142.4152585765489"
"069-032","2022_08","0","248.88232074438972"
"069-032","2023_03","0","42.758620689655196"
"069-032","2023_07","0","80.69841269841271"
